temp,hum_air,hum_soil,hour,target_action
25.46,91.35,45.13,9,0
18.13,40.47,38.49,4,0
15.97,55.86,34.18,3,0
26.76,49.89,59.73,7,0
28.96,59.3,17.57,11,1
21.12,41.56,8.55,5,0
18.61,71.78,12.18,4,0
14.42,41.42,20.73,23,0
12.79,67.15,9.9,23,0
15.17,50.04,36.66,1,0
34.26,42.6,25.9,13,2
22.32,73.65,18.29,8,1
12.82,92.57,50.75,5,0
27.24,85.86,19.65,19,0
28.08,31.08,47.19,12,0
24.86,56.81,27.91,9,1
15.32,73.63,37.17,23,0
34.65,64.38,61.23,14,2
32.67,75.84,10.13,14,2
23.84,93.26,36.52,16,0
23.42,48.96,56.7,17,0
16.68,78.96,41.51,20,0
34.61,31.58,23.78,14,2
29.99,85.88,30.67,14,1
14.57,79.49,46.78,1,0
23.34,61.47,58.78,6,0
39.11,82.47,10.34,12,2
25.57,71.66,12.08,6,1
21.75,63.66,26.53,5,0
31.31,91.22,21.27,9,1
18.09,34.12,23.1,22,0
27.71,94.51,20.61,7,1
32.09,35.81,19.16,11,2
37.65,58.61,15.45,11,2
32.78,41.2,61.24,12,2
23.53,44.03,16.22,17,1
35.03,69.23,19.65,13,2
38.95,27.43,22.04,13,2
26.33,90.85,61.18,16,0
12.14,44.57,51.08,1,0
38.43,44.08,53.01,12,2
16.96,85.45,13.97,20,0
15.79,78.54,55.67,22,0
21.23,72.02,31.27,21,0
23.4,35.25,22.98,18,0
35.98,78.87,40.82,11,2
23.68,50.25,54.86,17,0
13.46,94.57,52.38,4,0
31.08,71.99,58.73,14,0
32.14,83.51,60.9,12,2
36.43,76.36,21.57,12,2
23.97,66.6,32.16,17,1
14.58,75.14,8.83,2,0
28.59,66.82,58.12,10,0
15.63,28.58,16.81,20,0
12.51,49.19,57.1,4,0
35.36,47.15,26.78,12,2
24.1,74.98,28.98,7,1
27.75,65.33,10.23,19,0
31.89,67.73,26.63,12,1
24.03,84.29,58.64,9,0
13.53,61.77,9.46,20,0
19.58,40.28,31.16,23,0
17.83,25.87,9.79,0,0
41.32,36.16,29.14,11,2
34.19,27.14,17.84,14,2
25.55,41.59,22.38,6,1
13.9,69.45,58.02,21,0
15.48,35.6,32.85,1,0
36.39,30.73,23.61,11,2
40.36,92.96,41.59,12,2
12.94,94.78,16.1,22,0
39.31,69.59,22.79,11,2
23.42,32.6,39.14,7,0
18.41,82.51,21.54,5,0
15.07,62.74,46.71,23,0
35.15,37.75,36.02,14,2
26.07,65.3,52.0,16,0
36.97,27.76,62.05,13,2
18.78,93.07,14.6,0,0
32.36,82.82,27.08,11,2
15.54,43.25,26.21,1,0
14.69,54.32,16.62,23,0
16.0,52.67,54.19,22,0
36.27,85.3,51.31,14,2
31.67,49.82,35.61,14,0
16.98,28.36,38.65,4,0
23.54,40.03,11.39,7,1
34.91,40.09,39.66,13,2
20.57,91.45,53.11,3,0
39.64,89.68,40.71,12,2
39.44,46.04,23.12,14,2
28.59,25.19,46.05,11,0
30.96,61.19,28.6,14,1
31.6,80.81,39.06,9,0
19.75,43.8,35.79,20,0
22.96,55.73,29.73,19,0
16.08,37.1,48.98,4,0
39.75,47.92,58.38,12,2
33.72,78.12,8.3,14,2
13.39,54.98,61.22,22,0
28.48,56.31,37.16,9,0
22.29,80.27,47.94,8,0
36.46,78.41,56.77,12,2
22.31,38.1,34.62,19,0
31.32,54.07,55.59,12,0
16.97,84.42,18.12,22,0
28.76,56.97,17.07,10,1
20.82,71.32,45.48,21,0
16.95,46.42,57.6,23,0
30.58,29.17,58.87,13,0
31.16,36.54,44.69,11,0
41.5,53.12,37.95,11,2
32.07,49.74,26.89,11,2
27.47,87.69,63.86,9,0
39.38,63.19,26.22,14,2
36.85,68.9,50.42,14,2
28.46,73.21,38.32,9,0
27.34,62.21,42.69,16,0
40.26,78.88,30.43,12,2
30.51,79.82,62.99,11,0
33.41,49.6,40.59,12,2
14.6,30.93,61.45,4,0
33.55,94.04,8.43,11,2
19.94,69.98,40.64,0,0
15.47,74.62,48.88,5,0
37.49,77.97,50.47,11,2
32.74,67.91,59.58,13,2
24.23,57.96,8.25,19,0
24.94,93.93,8.02,19,0
17.91,75.94,34.92,20,0
12.29,84.21,9.67,2,0
22.48,55.78,63.55,19,0
16.45,88.33,20.66,2,0
24.65,76.25,34.94,18,0
37.01,77.23,11.48,14,2
15.44,31.09,37.76,21,0
14.75,68.22,29.66,5,0
39.06,48.47,10.55,13,2
34.35,71.83,27.1,11,2
13.59,64.77,30.31,21,0
14.39,32.78,64.43,1,0
32.55,62.1,19.85,12,2
23.11,56.59,39.05,8,0
33.73,79.35,64.28,13,2
24.13,60.18,53.15,18,0
41.03,58.68,64.62,13,2
32.83,75.36,63.19,11,2
13.4,71.8,35.9,23,0
21.92,94.43,47.69,3,0
28.91,49.64,14.3,13,1
16.26,73.18,33.15,5,0
12.08,36.71,54.11,23,0
14.38,81.32,36.8,0,0
27.73,80.03,48.05,16,0
30.97,75.81,50.51,16,0
14.79,33.33,22.45,21,0
31.95,94.13,57.91,13,0
30.51,90.98,34.21,11,1
40.2,50.91,19.98,14,2
37.22,65.41,57.33,11,2
40.3,87.22,31.82,14,2
40.98,59.63,50.77,14,2
25.22,66.94,39.24,17,0
26.64,67.23,29.77,7,1
20.45,70.45,54.16,2,0
27.25,65.29,41.31,6,0
16.52,53.42,30.26,2,0
32.14,62.76,14.25,14,2
12.75,86.0,59.04,21,0
19.07,85.49,10.02,21,0
18.24,79.08,57.2,23,0
40.14,53.99,28.52,11,2
16.35,80.02,44.44,23,0
38.72,52.15,60.57,12,2
15.73,71.48,16.65,1,0
31.52,64.72,40.32,13,0
21.6,46.0,51.57,21,0
21.48,56.7,51.18,21,0
41.95,83.13,37.96,11,2
18.78,88.89,43.61,22,0
18.08,39.37,51.18,20,0
29.68,56.94,55.94,11,0
34.22,55.35,51.42,14,2
41.48,59.23,28.18,13,2
33.04,93.36,64.81,13,2
28.86,61.31,32.77,9,1
24.27,83.11,9.39,6,1
29.85,71.48,28.67,10,1
30.03,32.5,15.28,14,1
18.53,73.7,14.92,0,0
32.14,70.29,24.05,14,2
18.13,78.09,11.04,0,0
26.7,30.21,47.25,8,0
19.8,41.89,12.22,21,0
21.38,78.85,19.59,3,0
30.42,50.94,13.3,15,1
13.93,88.76,11.6,1,0
12.36,61.24,23.26,22,0
15.92,25.07,40.6,5,0
17.06,73.92,62.99,0,0
17.94,60.94,57.91,1,0
35.22,47.2,57.93,13,2
25.41,26.43,18.04,16,1
26.1,38.91,23.1,6,1
31.33,36.31,12.35,13,1
33.87,65.8,52.37,11,2
12.11,78.87,11.98,5,0
37.7,41.42,39.73,11,2
41.65,73.84,22.13,12,2
15.65,87.99,21.88,5,0
31.53,68.51,64.47,15,0
12.07,79.3,51.14,20,0
13.47,39.3,55.71,20,0
20.55,30.25,40.6,2,0
37.39,50.58,57.65,13,2
31.58,74.63,44.79,15,0
25.37,73.03,61.93,7,0
25.16,91.86,24.04,19,0
25.98,69.1,41.93,9,0
21.33,53.79,47.34,4,0
38.33,80.8,30.4,12,2
29.04,35.71,58.14,15,0
26.52,81.91,63.85,16,0
25.95,50.62,36.14,6,0
40.07,35.78,30.27,14,2
33.71,36.35,34.9,11,2
16.34,93.85,56.61,23,0
25.11,68.63,44.79,8,0
20.65,37.2,10.55,4,0
41.61,43.8,38.9,13,2
24.46,51.05,8.99,17,1
14.04,28.91,52.38,21,0
24.34,32.59,26.71,7,1
21.64,78.32,34.9,4,0
29.99,80.08,53.52,10,0
18.78,94.18,10.65,22,0
13.08,29.73,17.04,2,0
14.88,87.24,30.68,5,0
20.49,47.21,21.11,2,0
22.45,47.95,27.26,16,1
37.03,33.91,64.9,11,2
20.1,94.04,55.05,21,0
12.94,93.67,58.38,20,0
35.42,85.54,61.41,11,2
38.07,31.35,27.43,14,2
26.77,83.92,24.93,16,1
20.55,69.42,21.34,5,0
35.16,34.01,55.32,13,2
12.27,43.32,46.73,20,0
39.72,73.25,21.46,14,2
37.97,81.24,29.49,13,2
28.34,84.37,36.88,16,0
20.33,63.07,38.1,23,0
12.99,62.42,58.66,5,0
41.99,72.89,29.69,11,2
34.86,79.44,59.79,12,2
22.16,36.94,33.16,19,0
12.58,76.79,50.54,2,0
31.18,48.92,61.02,9,0
41.61,51.86,59.73,11,2
33.21,30.44,11.25,11,2
14.51,66.19,19.73,1,0
24.07,31.54,35.18,16,0
15.28,88.92,32.6,3,0
39.36,68.47,44.53,14,2
21.91,94.32,61.85,23,0
34.0,42.2,14.41,11,2
14.54,72.57,33.76,23,0
15.85,92.51,18.97,21,0
32.38,45.9,58.96,11,2
37.3,31.74,62.98,11,2
18.04,69.38,35.29,20,0
24.55,50.63,13.93,9,1
30.58,44.11,52.76,12,0
35.89,94.55,47.74,13,2
30.85,77.79,28.22,9,1
14.86,58.98,58.58,20,0
28.28,28.5,63.62,9,0
38.54,38.41,39.8,14,2
38.04,45.91,40.25,12,2
29.55,59.1,24.96,15,1
41.87,59.81,41.32,14,2
15.15,26.73,33.06,0,0
26.36,91.03,25.22,17,1
35.25,63.0,11.83,11,2
16.23,26.38,22.4,4,0
41.18,74.09,19.28,13,2
22.62,29.99,38.9,7,0
22.5,75.48,42.3,19,0
18.4,74.1,42.69,23,0
20.64,93.94,30.13,22,0
29.33,48.94,32.01,10,1
24.88,35.1,55.55,16,0
17.8,31.43,35.15,3,0
36.27,30.02,64.3,12,2
13.87,81.72,33.06,3,0
37.04,75.3,45.03,12,2
20.25,93.31,10.87,0,0
26.88,46.64,45.24,19,0
23.43,81.22,56.53,19,0
29.12,31.51,61.72,9,0
35.88,88.27,64.85,11,2
41.68,28.63,24.08,14,2
21.18,80.15,40.8,20,0
28.61,46.51,33.69,10,1
25.98,37.68,40.14,6,0
41.97,74.32,16.97,11,2
36.27,87.71,56.8,11,2
23.91,78.49,59.85,17,0
26.31,46.92,33.63,17,1
19.38,49.75,23.98,0,0
34.66,38.25,16.03,12,2
37.36,82.68,46.97,11,2
40.95,32.5,25.8,11,2
28.97,88.22,59.84,13,0
32.12,67.08,46.25,12,2
25.38,66.22,44.8,9,0
30.27,83.65,39.89,14,0
22.46,71.73,10.61,18,0
34.13,46.3,61.12,13,2
12.68,49.47,43.79,4,0
12.85,37.11,64.66,3,0
33.48,57.48,38.63,13,2
39.92,32.71,48.48,14,2
30.97,70.71,11.2,12,1
33.8,36.85,44.01,11,2
36.72,85.48,51.59,12,2
22.85,74.03,52.38,17,0
15.24,87.41,51.9,23,0
39.99,31.09,20.9,14,2
40.16,80.9,63.6,14,2
25.26,86.66,64.73,17,0
18.52,28.12,12.31,21,0
38.77,94.94,61.38,13,2
33.25,46.05,24.5,11,2
12.25,39.82,47.29,2,0
15.23,54.04,27.27,23,0
41.5,25.6,63.16,12,2
13.14,87.01,13.79,0,0
20.48,43.79,36.37,21,0
28.45,61.51,32.4,13,1
17.53,68.65,26.58,0,0
18.96,80.38,44.8,4,0
22.59,42.51,15.47,16,1
20.09,75.2,48.85,20,0
36.1,33.24,63.89,11,2
27.01,74.3,53.86,19,0
20.36,89.35,57.02,22,0
21.39,30.95,28.5,1,0
13.2,33.17,26.52,23,0
13.48,64.01,37.47,3,0
33.54,28.25,10.61,11,2
15.39,38.12,61.89,4,0
26.27,38.31,16.2,16,1
37.27,58.69,59.47,12,2
23.05,42.39,12.76,16,1
22.37,58.29,54.89,18,0
38.19,61.48,16.66,12,2
37.95,76.15,10.17,11,2
38.4,91.22,49.01,13,2
29.16,60.26,23.98,15,1
40.57,49.85,48.73,12,2
36.57,43.11,39.64,13,2
24.47,69.43,14.2,9,1
30.89,91.0,61.13,13,0
15.65,78.53,33.78,21,0
28.54,39.43,49.86,10,0
19.89,87.53,36.56,21,0
20.51,76.49,42.45,23,0
15.77,33.96,25.26,4,0
22.75,74.9,19.42,9,1
26.44,45.25,38.93,8,0
30.01,59.4,33.09,13,1
21.15,46.02,30.24,22,0
35.77,30.88,46.34,14,2
27.63,78.8,47.36,8,0
31.14,83.01,10.62,16,1
20.34,41.24,27.31,23,0
36.42,41.77,31.47,14,2
30.73,55.1,13.52,14,1
37.87,81.8,21.45,12,2
16.8,30.41,10.94,23,0
23.42,81.61,64.79,7,0
15.39,89.59,49.98,1,0
18.47,64.31,12.98,2,0
23.84,29.23,9.15,8,1
38.84,43.87,49.0,11,2
28.71,32.8,33.03,15,1
21.91,43.15,52.85,21,0
34.41,81.82,60.64,13,2
12.59,28.9,42.16,3,0
23.1,44.87,18.67,9,1
30.02,61.19,52.59,16,0
29.5,86.18,62.48,15,0
30.23,42.5,41.07,16,0
18.35,79.48,46.87,4,0
22.11,65.85,27.24,19,0
39.95,72.35,29.75,14,2
41.22,85.32,49.88,12,2
21.36,26.85,60.88,21,0
31.34,62.08,43.85,13,0
19.24,77.3,53.02,5,0
23.06,86.92,17.78,18,0
35.77,34.29,20.08,12,2
27.04,48.9,38.33,17,0
37.49,30.5,18.06,13,2
30.86,83.45,44.19,9,0
30.87,85.02,24.62,12,1
13.02,58.85,53.12,21,0
34.49,26.46,54.06,14,2
41.34,32.15,34.44,13,2
26.19,68.71,18.31,6,1
16.76,93.78,44.87,5,0
41.31,83.72,64.59,13,2
20.7,80.85,43.49,23,0
24.28,54.26,10.04,18,0
14.32,93.96,8.99,5,0
15.33,82.75,26.26,4,0
18.5,48.5,19.16,1,0
28.45,77.39,54.34,11,0
28.73,55.28,56.15,11,0
30.19,71.23,22.74,12,1
29.51,92.9,26.56,10,1
26.86,42.25,21.47,17,1
36.06,80.65,59.78,14,2
40.02,66.33,36.65,11,2
20.09,91.5,45.4,23,0
15.91,34.41,31.68,0,0
24.75,75.38,43.97,16,0
12.79,27.6,29.99,2,0
38.5,42.26,27.36,11,2
19.19,47.46,44.17,21,0
28.48,55.26,41.69,14,0
15.45,92.57,24.73,20,0
28.6,29.73,16.51,14,1
13.17,36.83,29.01,22,0
35.06,39.21,31.67,12,2
40.66,54.68,43.84,11,2
21.21,29.25,60.13,1,0
19.75,92.58,10.06,22,0
25.44,64.19,21.89,6,1
30.6,81.93,19.04,13,1
17.67,79.07,36.63,1,0
36.1,71.26,32.49,14,2
17.96,88.31,49.56,21,0
12.16,88.17,21.82,23,0
27.73,33.94,41.89,17,0
15.45,88.13,58.38,23,0
32.95,61.67,59.91,14,2
17.02,43.76,62.65,0,0
36.52,67.6,52.08,11,2
26.11,44.66,59.64,19,0
28.99,58.53,21.37,16,1
17.6,82.15,19.26,4,0
16.4,27.25,8.37,3,0
30.94,37.82,48.29,10,0
19.66,91.96,61.44,21,0
23.58,56.16,18.66,17,1
26.38,46.23,44.31,6,0
18.89,89.63,50.55,22,0
35.86,88.78,60.87,14,2
40.18,28.1,44.87,13,2
24.96,50.37,63.31,19,0
39.53,88.9,27.65,14,2
38.48,37.58,27.95,11,2
16.98,65.47,38.95,20,0
17.2,47.45,29.86,0,0
26.32,76.56,8.08,16,1
27.78,36.08,49.71,18,0
22.23,66.72,50.85,16,0
21.39,25.0,50.58,23,0
24.94,42.68,27.67,18,0
32.71,36.35,37.77,14,2
14.53,39.69,28.52,22,0
33.32,85.23,8.91,13,2
39.79,89.04,40.06,11,2
34.91,77.85,15.05,13,2
17.75,66.31,12.56,23,0
14.62,41.16,51.06,4,0
26.71,44.23,8.54,17,1
40.69,46.69,62.66,14,2
36.57,79.39,37.37,12,2
28.88,42.7,64.03,14,0
16.29,93.14,11.31,4,0
33.42,80.75,41.26,12,2
36.39,94.98,27.91,12,2
40.05,57.14,56.08,11,2
30.36,66.25,28.59,12,1
27.43,44.63,22.85,7,1
30.58,67.26,56.88,15,0
40.3,93.17,29.36,13,2
30.84,27.13,8.96,14,1
19.73,45.25,30.25,23,0
31.08,44.69,45.31,12,0
38.39,93.77,22.5,11,2
29.01,34.29,32.62,14,1
27.08,81.87,11.23,7,1
34.0,44.22,41.52,14,2
31.83,85.24,51.11,11,0
13.7,59.14,31.56,20,0
33.76,41.96,31.95,11,2
24.23,74.68,13.03,18,0
40.23,83.91,19.51,14,2
41.12,57.91,16.82,13,2
25.46,74.98,35.46,18,0
41.06,37.71,38.17,11,2
21.32,90.63,62.09,1,0
32.48,31.75,12.17,11,2
14.25,40.54,42.19,5,0
16.35,45.19,38.01,2,0
37.94,35.69,37.43,13,2
38.81,53.47,57.77,13,2
27.98,57.04,19.72,18,0
22.19,61.3,10.32,18,0
25.53,27.86,46.32,9,0
38.09,40.34,27.67,12,2
18.33,81.54,9.0,4,0
20.85,81.74,22.33,4,0
35.56,48.1,25.63,14,2
40.06,57.28,43.16,14,2
14.79,37.84,17.84,5,0
36.11,82.55,31.54,13,2
31.35,91.97,35.5,14,0
18.92,45.39,34.18,5,0
34.67,79.74,63.51,11,2
33.84,49.67,10.59,12,2
16.26,25.18,62.21,5,0
27.07,66.98,41.17,18,0
34.75,53.73,53.36,12,2
17.75,78.09,32.53,3,0
25.88,77.41,33.87,19,0
15.62,91.22,58.12,5,0
21.21,55.65,59.07,4,0
18.54,58.78,21.61,4,0
27.15,53.03,19.36,19,0
16.24,45.79,36.29,22,0
23.49,69.65,59.32,9,0
20.25,82.96,26.37,20,0
34.38,36.05,45.16,11,2
32.99,93.73,48.36,14,2
14.85,72.87,52.38,4,0
40.6,79.61,40.14,14,2
34.34,94.92,30.94,14,2
30.48,60.28,63.12,10,0
26.33,29.99,42.85,19,0
17.34,80.32,49.53,4,0
40.86,85.95,27.66,13,2
12.24,36.37,46.19,23,0
32.77,26.69,22.69,11,2
27.22,34.51,21.97,19,0
39.08,47.68,48.74,14,2
23.42,89.7,37.72,16,0
27.56,25.17,46.95,19,0
34.27,81.27,23.36,14,2
13.43,84.84,42.13,21,0
13.63,81.77,33.3,4,0
18.35,30.76,42.03,1,0
16.39,72.54,24.58,0,0
12.19,91.77,48.78,2,0
30.69,33.43,53.94,16,0
35.88,27.22,22.82,13,2
40.71,86.16,25.14,13,2
25.23,70.15,45.69,18,0
20.39,70.25,47.65,23,0
37.92,92.51,48.13,12,2
37.33,78.88,46.91,12,2
30.75,52.82,30.39,11,1
20.19,55.51,30.51,0,0
39.26,35.13,22.52,13,2
17.35,46.28,16.94,21,0
13.31,56.18,47.48,20,0
35.9,43.28,13.31,11,2
28.91,89.11,61.45,13,0
19.39,25.83,55.12,4,0
32.13,66.09,56.88,12,2
35.0,79.01,59.68,12,2
37.34,76.25,31.29,14,2
20.46,70.06,56.26,0,0
12.77,53.72,17.01,23,0
27.3,89.29,9.23,6,1
37.68,48.03,52.74,14,2
18.23,77.51,12.26,22,0
24.63,89.87,64.35,19,0
19.69,33.99,46.46,5,0
12.4,91.3,50.95,0,0
38.96,79.32,22.01,12,2
16.05,68.16,46.41,4,0
35.0,51.14,10.46,14,2
22.4,88.3,55.76,19,0
20.33,28.08,17.67,2,0
40.23,55.23,47.75,12,2
31.72,77.96,20.8,14,1
32.61,81.78,11.9,14,2
34.79,39.16,35.45,11,2
22.23,28.33,17.65,6,1
28.91,81.2,49.58,9,0
20.11,54.53,21.54,0,0
37.04,35.05,27.52,11,2
29.98,30.99,40.34,14,0
19.3,69.84,24.24,23,0
38.99,65.8,29.55,14,2
29.43,84.78,54.49,14,0
26.85,27.21,18.21,6,1
13.03,85.79,12.69,4,0
39.29,87.11,26.72,12,2
40.57,56.24,32.19,12,2
28.88,30.37,38.93,12,0
25.28,91.27,29.23,7,1
22.79,30.04,53.02,9,0
20.04,66.35,10.24,3,0
29.24,59.52,32.61,15,1
15.84,83.46,29.79,21,0
39.58,60.18,44.91,13,2
17.28,57.84,63.08,23,0
34.37,86.65,37.09,11,2
21.21,92.48,64.25,0,0
18.78,63.45,25.23,20,0
28.74,56.83,9.76,10,1
34.95,83.18,17.44,13,2
33.8,83.18,30.52,12,2
19.01,47.36,26.03,20,0
21.92,65.34,13.53,23,0
38.06,35.79,32.66,13,2
33.7,69.49,27.27,12,2
33.38,83.38,14.99,13,2
20.07,38.13,24.88,5,0
35.76,47.61,58.53,13,2
22.75,56.43,25.22,16,1
24.04,84.16,48.7,18,0
20.63,76.2,42.89,1,0
15.64,47.18,32.35,21,0
24.61,42.01,21.62,7,1
12.51,73.7,29.03,2,0
25.68,58.59,41.75,7,0
33.75,66.55,27.99,14,2
40.82,70.41,20.25,13,2
14.36,64.11,14.64,4,0
20.44,67.92,58.15,22,0
26.82,87.13,33.1,7,1
17.11,85.77,43.64,3,0
15.5,35.43,35.95,20,0
25.57,66.05,57.74,6,0
29.42,55.75,39.18,16,0
36.61,44.99,35.4,11,2
41.93,69.18,60.7,13,2
35.23,60.76,49.02,12,2
18.64,79.24,14.36,21,0
34.44,31.54,18.13,14,2
28.11,46.19,52.87,10,0
25.52,26.8,55.64,7,0
40.07,77.22,39.08,11,2
33.06,88.87,39.6,14,2
32.45,66.12,44.02,14,2
12.35,68.19,33.03,21,0
37.95,28.25,46.77,12,2
35.8,60.26,14.18,13,2
20.97,61.88,62.79,21,0
20.76,27.73,50.76,1,0
13.6,79.77,43.98,21,0
13.53,44.48,26.03,4,0
32.06,75.64,17.17,11,2
17.59,53.2,31.33,21,0
39.71,94.7,45.71,13,2
37.27,39.85,44.12,11,2
22.47,29.08,29.81,6,1
23.4,93.59,42.96,7,0
21.82,42.07,54.38,20,0
14.77,69.47,9.5,5,0
12.94,51.22,33.69,22,0
25.56,69.77,51.24,8,0
40.29,66.72,39.13,11,2
39.52,74.51,45.13,14,2
36.3,26.29,37.45,12,2
30.86,83.53,64.54,11,0
37.69,58.51,11.11,12,2
27.45,61.32,35.99,6,0
17.4,53.77,13.21,23,0
32.53,94.26,17.11,14,2
39.62,81.11,29.83,14,2
12.59,46.8,16.87,3,0
19.54,79.81,62.93,4,0
19.96,55.59,61.97,5,0
14.97,85.9,27.16,20,0
18.76,27.16,44.47,20,0
23.52,49.88,38.42,7,0
40.2,55.09,54.49,14,2
37.81,77.1,43.76,12,2
40.38,37.76,8.01,14,2
15.62,45.04,51.5,23,0
12.84,75.67,50.57,21,0
15.3,30.38,37.05,20,0
39.43,39.08,59.47,13,2
16.72,77.74,59.78,0,0
29.18,86.29,37.86,14,0
18.83,76.02,42.66,2,0
12.62,61.9,64.8,20,0
14.54,31.93,25.03,23,0
33.29,82.91,26.5,12,2
17.47,33.68,18.42,3,0
18.87,51.96,59.06,20,0
23.32,28.53,50.44,6,0
31.72,74.68,14.02,13,1
26.08,60.24,63.96,19,0
40.34,88.53,49.66,12,2
25.03,34.71,56.48,7,0
17.97,82.34,10.74,5,0
28.08,60.75,36.78,16,0
25.53,50.63,47.82,6,0
35.61,70.05,38.95,12,2
40.05,80.33,46.0,14,2
37.09,55.82,54.62,12,2
23.67,41.3,29.34,16,1
18.48,89.11,56.37,0,0
39.43,46.91,17.29,11,2
23.58,94.88,23.44,17,1
35.11,78.71,10.47,13,2
41.69,73.15,28.77,14,2
29.32,25.87,29.65,15,1
26.4,56.4,53.9,16,0
33.0,60.17,45.23,11,2
17.82,51.35,32.89,2,0
26.65,35.5,45.17,6,0
21.37,50.72,11.01,4,0
16.93,30.25,18.28,21,0
30.3,45.36,43.74,14,0
29.27,30.86,44.56,13,0
34.84,77.67,52.13,11,2
38.19,71.98,30.97,12,2
18.61,90.8,49.19,2,0
35.39,51.6,46.99,11,2
23.02,80.03,62.91,18,0
30.86,66.13,20.26,12,1
37.51,70.23,39.45,13,2
19.69,63.32,42.3,22,0
30.03,79.54,64.92,11,0
26.41,27.94,19.47,17,1
35.72,30.63,37.82,14,2
32.92,31.71,27.73,12,2
35.09,45.21,37.98,14,2
20.64,66.38,21.23,22,0
33.13,70.19,10.71,12,2
30.17,74.88,40.64,15,0
25.7,44.65,27.14,16,1
23.35,70.51,18.37,16,1
21.95,33.24,26.46,5,0
12.29,25.7,10.81,20,0
17.09,73.63,62.18,5,0
13.77,75.09,41.13,5,0
37.45,68.55,54.44,13,2
37.8,43.12,32.12,11,2
37.39,89.92,59.49,13,2
36.54,86.3,35.55,11,2
18.64,61.09,40.71,5,0
26.75,94.24,36.03,8,0
39.24,45.9,49.8,11,2
34.79,59.38,40.3,14,2
12.05,89.95,23.48,3,0
25.78,57.35,16.3,18,0
12.32,57.97,42.55,22,0
20.42,30.56,35.88,22,0
25.07,39.79,13.47,8,1
38.79,36.05,30.55,13,2
31.63,64.57,37.34,12,0
22.87,47.29,55.13,19,0
26.72,30.39,12.34,19,0
36.52,60.7,27.86,11,2
20.99,71.85,54.89,20,0
30.45,76.56,44.96,15,0
19.87,83.63,24.53,0,0
26.4,58.74,56.18,6,0
12.74,52.34,36.12,5,0
37.57,72.89,36.41,11,2
13.45,25.94,63.67,22,0
18.73,69.35,61.99,4,0
22.01,53.4,28.44,17,1
30.75,56.7,16.01,11,1
33.6,45.74,26.56,11,2
14.41,33.91,9.74,21,0
13.3,53.1,9.18,4,0
35.97,46.57,30.54,13,2
33.36,92.21,61.64,13,2
36.95,91.05,57.67,12,2
32.3,70.07,37.15,14,2
34.53,88.26,40.22,14,2
23.37,77.59,8.34,7,1
29.71,49.21,20.28,12,1
36.16,67.27,9.41,14,2
17.16,40.42,51.01,0,0
24.68,73.1,16.3,8,1
34.21,28.14,57.54,12,2
27.98,83.19,44.67,16,0
32.45,65.83,21.08,12,2
20.79,29.09,16.99,22,0
12.97,86.02,43.77,3,0
12.87,86.44,59.35,5,0
40.28,84.7,48.95,12,2
40.34,79.2,27.87,14,2
18.34,72.45,41.48,21,0
16.42,52.78,25.71,22,0
12.54,34.54,64.95,0,0
18.94,45.21,50.68,0,0
22.03,49.3,43.02,6,0
19.24,50.07,32.13,20,0
35.92,64.58,43.23,14,2
34.48,39.59,27.47,13,2
14.43,38.28,9.65,22,0
32.92,75.19,30.52,12,2
27.62,25.53,61.04,7,0
15.96,35.47,43.7,1,0
34.19,55.45,12.79,11,2
14.58,35.44,58.44,4,0
17.31,92.19,23.33,3,0
16.48,71.91,21.89,23,0
40.17,55.29,24.93,13,2
32.94,32.86,40.9,13,2
24.34,51.96,39.05,16,0
36.67,70.54,36.01,11,2
18.48,92.82,48.9,5,0
39.93,58.09,26.04,13,2
32.91,73.47,52.58,13,2
28.79,38.68,17.99,14,1
35.84,68.65,52.61,14,2
31.34,41.73,45.84,13,0
38.61,38.87,46.94,11,2
36.87,60.65,35.45,14,2
17.93,39.82,46.02,5,0
19.19,75.49,12.55,2,0
13.95,90.61,56.54,4,0
18.61,52.55,11.17,4,0
22.3,47.57,16.48,19,0
12.86,37.31,40.88,0,0
21.45,52.33,50.15,5,0
35.15,64.17,12.35,11,2
37.21,51.11,60.48,14,2
12.27,68.62,63.5,4,0
12.21,71.37,42.54,21,0
16.39,31.85,35.43,22,0
38.18,73.84,50.26,11,2
26.08,88.02,26.72,7,1
41.49,26.84,36.12,13,2
38.62,63.59,60.22,11,2
38.7,67.27,62.47,11,2
15.85,74.69,60.84,2,0
26.26,52.0,22.96,9,1
41.81,82.31,21.25,13,2
16.47,62.79,24.97,20,0
29.23,53.63,33.15,9,1
22.33,75.35,25.91,6,1
23.64,89.92,29.33,9,1
38.72,81.84,43.38,14,2
29.64,90.15,51.46,11,0
34.76,43.62,49.93,12,2
32.2,33.3,54.42,14,2
27.87,62.4,9.83,9,1
35.75,28.11,10.72,14,2
41.12,72.22,52.99,12,2
41.0,41.8,38.39,13,2
35.68,56.8,40.95,12,2
26.62,70.89,11.0,17,1
16.89,58.82,22.55,5,0
13.33,41.52,44.39,20,0
18.94,86.63,56.97,23,0
22.21,78.52,60.27,16,0
15.9,67.08,36.52,2,0
18.74,73.9,39.09,3,0
14.51,54.07,55.48,20,0
27.71,51.31,38.64,7,0
15.79,36.21,37.46,20,0
34.28,81.25,59.59,14,2
21.98,51.67,53.03,1,0
32.16,73.46,59.82,14,2
38.48,46.0,20.44,12,2
